# ident               redshift   spec1                      i-megacam   i-megacam_err   u-megacam   u-megacam_err   g-megacam   g-megacam_err   r-megacam   r-megacam_err   i-megacam   i-megacam_err   z-megacam   z-megacam_err   J-wircam   J-wircam_err   H-wircam   H-wircam_err   K-wircam   K-wircam_err  
  SPARTAN_comb_N978   1.0568     SPARTAN_comb_N978_1.spec   22.1907     0.0             23.807      0.253           23.5941     0.0679          22.9946     0.1936          22.1907     0.0331          21.4182     0.5328          20.8654    0.3295         20.5999    1.0621         20.422     0.792         
  SPARTAN_comb_N979   1.0574     SPARTAN_comb_N979_1.spec   23.1143     0.0             24.3723     0.0079          24.1221     0.349           23.7551     0.1377          23.1143     0.372           22.4172     0.6705          21.8428    0.6349         21.4683    0.387          21.1245    0.2331        
  SPARTAN_comb_N980   1.0575     SPARTAN_comb_N980_1.spec   21.6993     0.0             23.4334     0.4326          22.9795     0.0381          22.4778     0.1934          21.6993     0.2783          20.9892     0.3875          20.3004    0.7824         19.7979    0.8871         19.391     0.6229        
  SPARTAN_comb_N981   1.0578     SPARTAN_comb_N981_1.spec   22.8719     0.0             24.7803     0.2333          24.2194     0.172           23.6688     0.256           22.8719     0.3197          22.1923     0.7738          21.5061    0.3694         20.9823    0.9138         20.535     1.1163        
  SPARTAN_comb_N982   1.0579     SPARTAN_comb_N982_1.spec   23.1947     0.0             24.3943     0.1325          23.9908     0.0401          23.669      0.2284          23.1947     0.1422          22.9275     0.0444          22.6085    0.262          22.2442    1.3102         21.8177    0.169         
  SPARTAN_comb_N983   1.0579     SPARTAN_comb_N983_1.spec   23.2264     0.0             24.7864     0.7798          24.2964     0.2529          23.85       0.3086          23.2264     0.1195          22.6105     0.3442          22.0571    0.142          21.5284    0.9896         20.8954    0.5445        
  SPARTAN_comb_N984   1.0581     SPARTAN_comb_N984_1.spec   23.674      0.0             24.8282     0.1324          24.774      0.019           24.3583     0.2623          23.674      0.2493          22.901      0.8297          22.2192    1.3857         21.8796    0.9334         21.5579    0.3537        
  SPARTAN_comb_N985   1.0585     SPARTAN_comb_N985_1.spec   22.4212     0.0             27.6386     0.3774          25.9007     0.1292          23.7172     0.1671          22.4212     0.3572          21.2884     0.2594          20.1523    1.3134         19.5965    0.7758         19.1142    0.2993        
  SPARTAN_comb_N986   1.0591     SPARTAN_comb_N986_1.spec   23.3184     0.0             23.4681     0.3765          23.4935     0.0848          23.5089     0.1619          23.3184     0.222           23.0204     0.2112          23.0712    1.02           22.9827    0.8703         22.6674    0.734         
  SPARTAN_comb_N987   1.0594     SPARTAN_comb_N987_1.spec   23.9376     0.0             27.3953     0.9243          26.7548     0.3245          25.3649     0.2495          23.9376     0.2987          22.5207     0.2447          20.9031    0.9306         19.9812    0.1818         19.0923    1.1345        
  SPARTAN_comb_N988   1.0596     SPARTAN_comb_N988_1.spec   24.1123     0.0             25.1154     1.0823          25.0684     0.2948          24.7431     0.2918          24.1123     0.1392          23.4437     0.4186          22.9761    0.329          22.735     0.145          22.5658    0.8035        
  SPARTAN_comb_N989   1.0597     SPARTAN_comb_N989_1.spec   23.7969     0.0             25.2182     1.107           24.7734     0.1598          24.3737     0.0546          23.7969     0.0987          23.2978     0.6651          22.8275    0.5608         22.4038    1.3344         21.9723    0.8           
  SPARTAN_comb_N990   1.0598     SPARTAN_comb_N990_1.spec   21.972      0.0             22.4242     0.6807          22.2438     0.0854          22.1632     0.2552          21.972      0.374           21.9067     0.5958          22.0172    1.3846         21.7894    0.3248         21.2169    0.9725        
  SPARTAN_comb_N991   1.0598     SPARTAN_comb_N991_1.spec   22.4644     0.0             24.3387     0.6345          23.821      0.07            23.2563     0.0702          22.4644     0.0403          21.6209     0.3343          20.7208    0.2886         20.0845    0.602          19.4106    1.0124        
  SPARTAN_comb_N992   1.0599     SPARTAN_comb_N992_1.spec   22.3425     0.0             22.2978     0.0042          22.4167     0.1516          22.5017     0.1961          22.3425     0.2371          22.219      0.1151          22.3911    0.2329         22.488     0.3002         22.4601    0.1125        
  SPARTAN_comb_N993   1.0599     SPARTAN_comb_N993_1.spec   23.3523     0.0             23.5009     0.243           23.5573     0.1046          23.574      0.0272          23.3523     0.1081          23.0552     0.5242          23.0845    0.6908         23.0641    0.6528         22.9427    0.4958        
  SPARTAN_comb_N994   1.0599     SPARTAN_comb_N994_1.spec   24.0397     0.0             24.0898     0.3119          24.1247     0.1173          24.1721     0.0248          24.0397     0.2188          23.8325     0.4864          23.9893    0.8638         23.9231    0.8183         23.5991    0.7894        
  SPARTAN_comb_N995   1.06       SPARTAN_comb_N995_1.spec   22.6345     0.0             22.8448     0.9431          22.8936     0.1219          22.8896     0.2439          22.6345     0.2061          22.2876     0.4728          22.2691    0.8658         22.2291    0.2984         22.1011    0.9212        
  SPARTAN_comb_N996   1.0602     SPARTAN_comb_N996_1.spec   23.662      0.0             25.6623     0.159           25.1407     0.3177          24.5219     0.2132          23.662      0.268           22.7235     0.1933          21.6321    1.0108         20.9044    1.2566         20.1576    1.0095        
  SPARTAN_comb_N997   1.0608     SPARTAN_comb_N997_1.spec   23.6554     0.0             23.6653     0.1356          23.7034     0.3876          23.7625     0.3171          23.6554     0.1611          23.4895     0.2899          23.6933    1.4089         23.6342    0.6089         23.3006    0.4259        
  SPARTAN_comb_N998   1.061      SPARTAN_comb_N998_1.spec   22.5933     0.0             23.903      0.2262          23.533      0.0159          23.1648     0.264           22.5933     0.3253          21.9659     0.6449          21.41      0.4698         20.9431    0.9204         20.3728    0.1388        
  SPARTAN_comb_N999   1.0612     SPARTAN_comb_N999_1.spec   22.8857     0.0             23.9819     0.6061          23.6305     0.3394          23.3349     0.1017          22.8857     0.1162          22.443      0.36            22.1601    0.5405         21.7689    0.511          21.2081    0.3218        
  SPARTAN_comb_N1000  1.0612     SPARTAN_comb_N1000_1.spec  22.927      0.0             29.0221     0.7808          26.5261     0.0388          24.2806     0.2344          22.927      0.3401          21.7562     0.3432          20.5393    0.7383         19.9036    1.3577         19.3694    0.7266        
  SPARTAN_comb_N1001  1.0614     SPARTAN_comb_N1001_1.spec  22.5759     0.0             23.7831     0.7881          23.4165     0.3408          23.0963     0.2696          22.5759     0.3066          22.3064     0.6503          22.002     0.2874         21.7344    1.0474         21.3933    0.2533        
  SPARTAN_comb_N1002  1.0622     SPARTAN_comb_N1002_1.spec  22.1191     0.0             23.6448     0.0151          23.0623     0.0154          22.6284     0.191           22.1191     0.0241          21.7695     0.6744          21.4213    0.0979         20.8343    1.0292         20.0179    1.3386        
  SPARTAN_comb_N1003  1.0622     SPARTAN_comb_N1003_1.spec  23.7864     0.0             24.6025     0.2037          24.4901     0.1498          24.2758     0.1727          23.7864     0.2384          23.1982     0.4383          22.8281    0.936          22.5886    0.7738         22.3373    0.5615        
  SPARTAN_comb_N1004  1.0651     SPARTAN_comb_N1004_1.spec  22.2346     0.0             27.7253     0.0149          25.5396     0.077           23.5977     0.1109          22.2346     0.1656          21.0542     0.1918          19.8804    0.8542         19.2472    0.1427         18.7447    0.8112        
  SPARTAN_comb_N1005  1.0655     SPARTAN_comb_N1005_1.spec  23.5748     0.0             24.656      0.8373          24.6181     0.3715          24.2389     0.0751          23.5748     0.471           22.7965     0.0724          22.0849    0.4421         21.7301    0.7575         21.3882    0.4547        
  SPARTAN_comb_N1006  1.0659     SPARTAN_comb_N1006_1.spec  23.7035     0.0             23.9028     0.0147          23.8712     0.3574          23.8706     0.237           23.7035     0.3112          23.6125     0.7056          23.6821    0.5628         23.5997    0.0305         23.396     0.6841        
  SPARTAN_comb_N1007  1.0661     SPARTAN_comb_N1007_1.spec  24.1176     0.0             25.148      0.1673          24.9088     0.2334          24.6302     0.1216          24.1176     0.3386          23.5461     0.2152          23.2581    0.0404         23.0243    1.7215         22.7454    0.9228        
  SPARTAN_comb_N1008  1.067      SPARTAN_comb_N1008_1.spec  22.8502     0.0             24.8065     0.1151          24.3978     0.3249          23.753      0.1704          22.8502     0.2089          21.8952     0.435           20.8221    0.9882         20.164     0.6519         19.5986    0.832         
  SPARTAN_comb_N1009  1.067      SPARTAN_comb_N1009_1.spec  23.6821     0.0             24.5294     0.1072          24.3008     0.2476          24.1        0.1576          23.6821     0.2654          23.5377     0.3809          23.4057    0.1068         23.2616    0.2153         22.9888    0.5824        
  SPARTAN_comb_N1010  1.0674     SPARTAN_comb_N1010_1.spec  23.1758     0.0             29.7244     0.6676          27.2304     0.1067          24.6879     0.1978          23.1758     0.1235          21.8657     0.7037          20.4216    0.3718         19.6408    0.3515         18.9916    0.6785        
  SPARTAN_comb_N1011  1.0683     SPARTAN_comb_N1011_1.spec  23.7167     0.0             26.2615     0.3409          25.7433     0.1828          24.816      0.1093          23.7167     0.3786          22.6976     0.648           21.5698    0.6902         20.8874    0.3667         20.4271    1.0014        
  SPARTAN_comb_N1012  1.0687     SPARTAN_comb_N1012_1.spec  23.7001     0.0             26.2315     0.2441          25.5964     0.2824          24.7673     0.2643          23.7001     0.1651          22.6494     0.3752          21.6985    0.8144         21.0953    0.3527         20.6007    0.702         
  SPARTAN_comb_N1013  1.0695     SPARTAN_comb_N1013_1.spec  23.2947     0.0             24.4315     0.0862          23.9894     0.2688          23.6875     0.2623          23.2947     0.2934          23.0738     0.2438          22.9083    1.2857         22.4708    0.6519         21.7253    0.5457        
  SPARTAN_comb_N1014  1.0705     SPARTAN_comb_N1014_1.spec  23.4031     0.0             28.7829     0.1441          27.6058     0.0753          24.9661     0.1916          23.4031     0.2             21.9706     0.2687          20.4878    0.5549         19.741     1.3143         18.9788    0.9462        
  SPARTAN_comb_N1015  1.0711     SPARTAN_comb_N1015_1.spec  22.7017     0.0             23.5553     0.1855          23.2771     0.053           23.0688     0.3186          22.7017     0.1871          22.5115     0.24            22.3435    0.0106         22.0739    0.8391         21.6958    0.2287        
  SPARTAN_comb_N1016  1.0717     SPARTAN_comb_N1016_1.spec  22.7293     0.0             23.9618     0.395           23.6531     0.0967          23.319      0.3235          22.7293     0.188           22.1588     0.3384          21.7354    0.4969         21.4117    0.9697         21.1058    0.4925        
  SPARTAN_comb_N1017  1.0721     SPARTAN_comb_N1017_1.spec  22.6965     0.0             23.8081     0.8735          23.4832     0.0017          23.1841     0.0727          22.6965     0.3431          22.2193     0.2601          21.8587    1.0365         21.5276    0.9619         21.158     0.7209        
  SPARTAN_comb_N1018  1.0748     SPARTAN_comb_N1018_1.spec  23.2606     0.0             25.4286     0.4             24.7983     0.2196          24.1441     0.2735          23.2606     0.1892          22.3708     0.2061          21.3771    1.3043         20.6707    0.4695         20.0692    0.3535        
  SPARTAN_comb_N1019  1.0749     SPARTAN_comb_N1019_1.spec  23.0794     0.0             23.4303     0.1007          23.4054     0.6922          23.3564     0.2482          23.0794     0.1046          22.8022     0.4115          22.7982    0.7508         22.7604    0.48           22.6199    0.4587        
  SPARTAN_comb_N1020  1.0759     SPARTAN_comb_N1020_1.spec  23.8725     0.0             24.2103     0.3312          24.1534     0.357           24.104      0.1752          23.8725     0.1309          23.6221     0.4596          23.6053    0.7757         23.5062    0.2676         23.2875    0.4376        
  SPARTAN_comb_N1021  1.0777     SPARTAN_comb_N1021_1.spec  23.0242     0.0             23.336      0.3668          23.3945     0.4209          23.3559     0.1866          23.0242     0.4277          22.5862     0.3033          22.5074    0.2678         22.464     0.4809         22.3751    0.8597        
  SPARTAN_comb_N1022  1.08       SPARTAN_comb_N1022_1.spec  22.4474     0.0             24.165      0.5766          23.544      0.3685          23.0439     0.3632          22.4474     0.1753          21.9144     0.5467          21.4304    0.2717         20.8365    0.6024         20.064     0.6109        
  SPARTAN_comb_N1023  1.0818     SPARTAN_comb_N1023_1.spec  22.8628     0.0             23.1261     0.1051          23.1161     0.1096          23.0965     0.1766          22.8628     0.3004          22.6694     0.433           22.7091    0.5671         22.6979    0.2666         22.5157    0.4856        
  SPARTAN_comb_N1024  1.0833     SPARTAN_comb_N1024_1.spec  23.0297     0.0             23.5362     0.1689          23.3846     0.2131          23.2895     0.1161          23.0297     0.1137          22.9237     0.3549          22.8915    0.2886         22.7265    0.7121         22.3446    0.8598        
  SPARTAN_comb_N1025  1.0834     SPARTAN_comb_N1025_1.spec  23.1164     0.0             27.7596     0.4688          26.6331     0.794           24.6355     0.1118          23.1164     0.255           21.73       0.6779          20.2199    0.5463         19.4077    0.7116         18.6298    1.0876        
  SPARTAN_comb_N1026  1.0834     SPARTAN_comb_N1026_1.spec  23.5692     0.0             25.1861     0.5073          24.7372     0.0104          24.2777     0.2059          23.5692     0.2232          22.8828     0.4875          22.2536    0.6073         21.7901    0.2788         21.3677    1.2326        
  SPARTAN_comb_N1027  1.0843     SPARTAN_comb_N1027_1.spec  23.1827     0.0             28.7028     0.2258          26.4875     0.1904          24.5687     0.189           23.1827     0.4198          22.0237     0.4233          20.7591    0.8715         20.0578    1.2141         19.5845    0.9915        
  SPARTAN_comb_N1028  1.0859     SPARTAN_comb_N1028_1.spec  22.1045     0.0             24.4479     0.4122          23.7426     0.2451          23.0345     0.1601          22.1045     0.1327          21.1324     0.362           20.3038    1.4977         19.672     0.9992         18.9996    0.0232        
  SPARTAN_comb_N1029  1.0861     SPARTAN_comb_N1029_1.spec  23.9008     0.0             25.2422     0.2411          24.8334     0.3329          24.4656     0.2587          23.9008     0.32            23.439      0.5533          23.0159    0.1947         22.6666    0.6034         22.228     0.9389        
  SPARTAN_comb_N1030  1.0865     SPARTAN_comb_N1030_1.spec  22.7692     0.0             24.5963     0.4216          23.9988     0.1315          23.4705     0.2869          22.7692     0.3927          22.1068     0.8282          21.4304    0.7078         20.8769    0.8352         20.3126    0.9267        
  SPARTAN_comb_N1031  1.0873     SPARTAN_comb_N1031_1.spec  23.4199     0.0             27.207      0.15            26.3976     0.4404          24.6778     0.104           23.4199     0.3201          22.2939     0.0626          21.1334    0.0408         20.5845    0.4285         20.0974    0.145         
  SPARTAN_comb_N1032  1.0878     SPARTAN_comb_N1032_1.spec  23.001      0.0             24.5602     0.6921          24.0079     0.176           23.5718     0.0251          23.001      0.1775          22.6317     0.4554          22.1412    0.1845         21.6402    0.552          21.0041    0.7388        
  SPARTAN_comb_N1033  1.0879     SPARTAN_comb_N1033_1.spec  23.2125     0.0             23.3229     0.4             23.26       0.2781          23.292      0.2881          23.2125     0.145           23.2267     0.1948          23.4823    0.0871         23.3737    0.2789         22.7684    0.8938        
  SPARTAN_comb_N1034  1.0888     SPARTAN_comb_N1034_1.spec  23.1427     0.0             24.3565     1.1531          23.9357     0.0101          23.61       0.2444          23.1427     0.2695          22.8524     0.4869          22.504     1.2116         22.1105    0.5661         21.5472    0.1089        
  SPARTAN_comb_N1035  1.09       SPARTAN_comb_N1035_1.spec  23.4902     0.0             24.0087     0.1177          23.9231     0.1647          23.8149     0.3356          23.4902     0.1724          23.0517     0.0739          22.8635    0.3768         22.7055    0.2638         22.4502    0.4111        
  SPARTAN_comb_N1036  1.09       SPARTAN_comb_N1036_1.spec  23.6181     0.0             25.0691     0.4694          24.6422     0.1554          24.239      0.2078          23.6181     0.4118          23.0498     0.1758          22.542     0.9567         22.1479    0.5894         21.7115    0.2046        
  SPARTAN_comb_N1037  1.0921     SPARTAN_comb_N1037_1.spec  22.2362     0.0             22.3944     0.1103          22.3709     0.1512          22.389      0.1658          22.2362     0.292           22.2138     0.2972          22.3204    0.0128         22.2613    1.4124         21.9014    0.8924        
  SPARTAN_comb_N1038  1.0936     SPARTAN_comb_N1038_1.spec  22.3669     0.0             27.6613     0.3128          25.685      0.4824          23.6928     0.2251          22.3669     0.2488          21.2184     0.4889          20.0246    0.1256         19.4295    0.4539         18.9381    0.8101        
  SPARTAN_comb_N1039  1.0939     SPARTAN_comb_N1039_1.spec  23.6447     0.0             24.4666     0.5874          24.2906     0.2056          24.088      0.2288          23.6447     0.1622          23.1643     0.0849          22.8868    0.2233         22.6778    0.9251         22.3974    0.3846        
  SPARTAN_comb_N1040  1.0952     SPARTAN_comb_N1040_1.spec  22.5725     0.0             24.4389     0.0205          23.8676     0.2481          23.3313     0.2463          22.5725     0.2424          21.8676     0.5991          21.1553    1.3913         20.6227    0.9099         20.1031    0.7447        
  SPARTAN_comb_N1041  1.0967     SPARTAN_comb_N1041_1.spec  22.8883     0.0             24.8501     0.3106          24.2312     0.4441          23.6578     0.2793          22.8883     0.3797          22.1035     0.2121          21.2768    0.2758         20.6619    0.7792         20.0779    0.8014        
  SPARTAN_comb_N1042  1.0973     SPARTAN_comb_N1042_1.spec  23.2925     0.0             24.6468     0.0415          24.1949     0.2075          23.8173     0.1865          23.2925     0.2357          22.8247     0.2037          22.3645    0.628          21.942     0.9289         21.4194    0.8651        
  SPARTAN_comb_N1043  1.0979     SPARTAN_comb_N1043_1.spec  22.5748     0.0             23.165      0.8973          23.1011     0.1974          22.9703     0.0327          22.5748     0.053           22.0789     0.4666          21.8311    1.403          21.6671    1.1363         21.4544    0.7172        
  SPARTAN_comb_N1044  1.0983     SPARTAN_comb_N1044_1.spec  22.6111     0.0             28.9557     0.043           26.2676     0.2352          24.0797     0.1574          22.6111     0.1022          21.4203     0.4525          20.0466    0.8739         19.2924    1.1321         18.792     1.6602        
  SPARTAN_comb_N1045  1.0984     SPARTAN_comb_N1045_1.spec  22.6768     0.0             23.5094     0.1926          23.2514     0.0495          23.0364     0.1762          22.6768     0.2179          22.212      0.3291          22.0418    0.4898         21.7723    0.5408         21.2736    0.5204        
  SPARTAN_comb_N1046  1.0984     SPARTAN_comb_N1046_1.spec  22.8789     0.0             27.6764     0.4371          26.3064     0.0311          24.3678     0.1198          22.8789     0.4829          21.5792     0.4388          20.0881    0.7796         19.2642    0.2491         18.5935    0.7163        
  SPARTAN_comb_N1047  1.1007     SPARTAN_comb_N1047_1.spec  23.2918     0.0             24.7094     0.1887          24.3628     0.2759          23.9597     0.2212          23.2918     0.0354          22.5675     0.3554          21.9285    0.5908         21.4979    0.7133         21.1133    0.6455        
  SPARTAN_comb_N1048  1.1012     SPARTAN_comb_N1048_1.spec  23.9313     0.0             25.4617     0.3568          24.9636     0.0932          24.5481     0.2934          23.9313     0.1497          23.6512     0.3915          23.2057    0.7027         22.8199    0.7741         22.1285    0.5574        
  SPARTAN_comb_N1049  1.1033     SPARTAN_comb_N1049_1.spec  21.6166     0.0             23.1047     0.4077          22.657      0.2532          22.2349     0.0907          21.6166     0.2369          20.994      0.428           20.4804    0.1827         20.0867    0.3189         19.6566    0.0264        
  SPARTAN_comb_N1050  1.1059     SPARTAN_comb_N1050_1.spec  23.3558     0.0             24.3805     0.198           24.1396     0.5833          23.8615     0.3048          23.3558     0.4951          22.711      0.1426          22.1944    0.9809         21.8517    1.1814         21.4888    0.2167        
  SPARTAN_comb_N1051  1.1065     SPARTAN_comb_N1051_1.spec  22.8541     0.0             22.6562     0.5909          22.8041     0.0763          22.9402     0.2097          22.8541     0.1414          22.9115     0.0248          23.1725    0.9046         23.2928    1.1152         23.0326    0.2021        
  SPARTAN_comb_N1052  1.1109     SPARTAN_comb_N1052_1.spec  22.548      0.0             25.5756     0.1058          24.816      0.076           23.6895     0.2711          22.548      0.1606          21.4039     0.454           20.4968    1.1693         20.0623    1.0065         19.5675    0.5569        
  SPARTAN_comb_N1053  1.112      SPARTAN_comb_N1053_1.spec  23.8162     0.0             23.9224     0.3276          23.9673     0.0356          23.9905     0.288           23.8162     0.4013          23.4756     0.0209          23.4674    1.3382         23.429     0.0936         23.2464    0.4519        
  SPARTAN_comb_N1054  1.1122     SPARTAN_comb_N1054_1.spec  23.3696     0.0             23.3801     0.3778          23.438      0.3494          23.4908     0.2829          23.3696     0.2553          23.1287     0.6332          23.2148    0.4221         23.2076    0.2223         23.017     0.7305        
  SPARTAN_comb_N1055  1.1127     SPARTAN_comb_N1055_1.spec  24.0167     0.0             26.4945     0.1002          25.8117     0.1568          25.0447     0.1534          24.0167     0.2282          22.9766     0.4351          21.8563    0.7823         21.1295    0.5624         20.56      0.118         
  SPARTAN_comb_N1056  1.1137     SPARTAN_comb_N1056_1.spec  23.5654     0.0             24.3468     0.298           24.0954     0.0708          23.9016     0.2706          23.5654     0.0359          23.1045     0.2129          22.8633    0.0816         22.5702    0.2851         22.0509    0.8845        
  SPARTAN_comb_N1057  1.1145     SPARTAN_comb_N1057_1.spec  23.6981     0.0             24.6948     0.0947          24.3706     0.3274          24.1058     0.2705          23.6981     0.1613          23.2976     0.4978          22.9826    0.8225         22.66      0.9161         22.2153    0.6232        
  SPARTAN_comb_N1058  1.1157     SPARTAN_comb_N1058_1.spec  22.9846     0.0             24.6396     0.1439          24.1707     0.1027          23.6958     0.1119          22.9846     0.4885          22.224      0.4989          21.5367    0.6121         21.0552    0.9278         20.6117    0.5698        
  SPARTAN_comb_N1059  1.1164     SPARTAN_comb_N1059_1.spec  23.1444     0.0             29.413      0.4412          26.7204     0.0074          24.5893     0.0929          23.1444     0.1125          21.9282     0.0056          20.5709    0.7252         19.8872    1.4425         19.3385    0.0109        
  SPARTAN_comb_N1060  1.1164     SPARTAN_comb_N1060_1.spec  23.9504     0.0             25.0861     0.3207          24.7021     0.033           24.394      0.1785          23.9504     0.2884          23.4046     0.5323          23.0075    1.2229         22.6041    0.6511         22.0068    0.3416        
  SPARTAN_comb_N1061  1.1169     SPARTAN_comb_N1061_1.spec  21.8716     0.0             23.9725     0.2016          23.3507     0.2465          22.731      0.1421          21.8716     0.0122          20.9746     0.4062          20.1146    0.0863         19.5165    0.7741         18.999     0.4214        
  SPARTAN_comb_N1062  1.1172     SPARTAN_comb_N1062_1.spec  22.9046     0.0             24.7405     0.0603          24.166      0.4742          23.6381     0.1688          22.9046     0.1334          22.1891     0.3795          21.4743    0.4327         20.9376    1.2144         20.4122    0.2431        
  SPARTAN_comb_N1063  1.1175     SPARTAN_comb_N1063_1.spec  23.0172     0.0             24.1746     0.1039          23.8254     0.0748          23.5088     0.1572          23.0172     0.3837          22.439      0.2252          21.9817    0.8727         21.6161    0.6609         21.1935    0.0369        
  SPARTAN_comb_N1064  1.1176     SPARTAN_comb_N1064_1.spec  22.469      0.0             22.5617     0.9007          22.6068     0.0215          22.6336     0.2277          22.469      0.2138          22.1318     0.4606          22.1295    0.8581         22.0906    0.4458         21.9087    0.1548        
  SPARTAN_comb_N1065  1.1182     SPARTAN_comb_N1065_1.spec  20.9919     0.0             21.5318     0.5925          21.3996     0.193           21.2836     0.1506          20.9919     0.021           20.5026     0.3721          20.2212    0.8388         19.9779    0.2105         19.5447    0.5394        
  SPARTAN_comb_N1066  1.1183     SPARTAN_comb_N1066_1.spec  21.4518     0.0             21.8732     0.15            21.7911     0.2829          21.7111     0.2195          21.4518     0.3501          21.0584     0.3251          20.929     0.656          20.7894    1.3436         20.526     1.0754        
  SPARTAN_comb_N1067  1.119      SPARTAN_comb_N1067_1.spec  22.8088     0.0             23.2316     0.6295          23.1096     0.4093          23.031      0.0093          22.8088     0.3355          22.4255     0.2503          22.3382    0.3732         22.1548    0.9393         21.7158    0.494         
  SPARTAN_comb_N1068  1.1193     SPARTAN_comb_N1068_1.spec  23.736      0.0             24.2277     0.5856          24.1132     0.1465          24.0251     0.2559          23.736      0.2546          23.6289     0.3666          23.6108    1.0781         23.4942    0.4967         23.0941    0.9317        
  SPARTAN_comb_N1069  1.12       SPARTAN_comb_N1069_1.spec  21.9385     0.0             23.4051     0.33            23.1358     0.1095          22.6839     0.1841          21.9385     0.539           21.1098     0.2013          20.2525    1.1798         19.7582    0.2206         19.3785    0.7294        
  SPARTAN_comb_N1070  1.12       SPARTAN_comb_N1070_1.spec  23.4461     0.0             23.8306     0.0073          23.7119     0.1943          23.6447     0.0825          23.4461     0.0956          23.1029     0.6867          23.0816    0.8222         22.9156    0.3024         22.4685    0.0278        
  SPARTAN_comb_N1071  1.1203     SPARTAN_comb_N1071_1.spec  22.9318     0.0             28.6932     0.34            26.31       0.5093          24.3182     0.1703          22.9318     0.1971          21.8309     0.5508          20.5646    0.5493         19.9227    0.5255         19.4849    0.4114        
  SPARTAN_comb_N1072  1.1204     SPARTAN_comb_N1072_1.spec  22.5923     0.0             22.8626     0.5067          22.8525     0.0899          22.824      0.2112          22.5923     0.3857          22.1139     0.4341          21.8642    0.273          21.6926    1.2107         21.3355    0.9067        
  SPARTAN_comb_N1073  1.1204     SPARTAN_comb_N1073_1.spec  23.5718     0.0             26.3085     0.1975          25.6611     0.2931          24.6534     0.1496          23.5718     0.1863          22.4963     0.6082          21.4981    0.9077         21.0094    1.0085         20.5959    0.5593        
  SPARTAN_comb_N1074  1.1206     SPARTAN_comb_N1074_1.spec  22.2792     0.0             24.5816     0.6571          23.9854     0.2764          23.2414     0.1443          22.2792     0.3134          21.175      0.4343          20.3414    0.0119         19.865     0.2929         19.3319    1.045         
  SPARTAN_comb_N1075  1.1212     SPARTAN_comb_N1075_1.spec  24.1287     0.0             27.3718     0.2493          26.5299     0.3692          25.2636     0.2357          24.1287     0.206           23.0319     0.391           22.1508    0.865          21.7974    0.3735         21.3719    0.1345        
  SPARTAN_comb_N1076  1.1214     SPARTAN_comb_N1076_1.spec  22.436      0.0             23.9779     0.4836          23.3681     0.0846          22.9344     0.1089          22.436      0.2639          22.0708     0.1801          21.7052    1.1238         21.1364    0.8487         20.2254    0.249         
  SPARTAN_comb_N1077  1.1214     SPARTAN_comb_N1077_1.spec  23.9882     0.0             25.0561     0.2223          24.7565     0.3954          24.4718     0.2241          23.9882     0.0696          23.4772     0.3319          23.1104    1.7381         22.8128    0.9116         22.4455    0.6043        
  SPARTAN_comb_N1078  1.1221     SPARTAN_comb_N1078_1.spec  22.0537     0.0             22.6639     0.4655          22.5151     0.069           22.3781     0.2213          22.0537     0.2458          21.736      0.3393          21.6043    0.7888         21.4486    1.0633         21.1399    0.0906        
  SPARTAN_comb_N1079  1.1224     SPARTAN_comb_N1079_1.spec  22.2491     0.0             24.078      0.2495          23.4287     0.031           22.8994     0.0598          22.2491     0.3578          21.546      0.6011          20.8433    1.1153         20.2184    1.4453         19.4603    0.0419        
  SPARTAN_comb_N1080  1.1224     SPARTAN_comb_N1080_1.spec  23.2348     0.0             28.9061     0.5123          26.6387     0.1795          24.6851     0.3838          23.2348     0.0794          22.0565     0.3573          20.681     0.2062         19.9656    0.6574         19.4647    1.5276        
  SPARTAN_comb_N1081  1.1225     SPARTAN_comb_N1081_1.spec  23.1902     0.0             25.0903     0.296           24.4345     0.0684          23.8819     0.0049          23.1902     0.4056          22.4212     0.236           21.6041    0.2037         20.9446    0.9197         20.1911    1.3623        
  SPARTAN_comb_N1082  1.1229     SPARTAN_comb_N1082_1.spec  23.0902     0.0             23.432      0.9132          23.4184     0.1236          23.3661     0.1753          23.0902     0.2585          22.5557     0.5036          22.1654    0.8319         21.9366    0.3996         21.5472    1.1286        
  SPARTAN_comb_N1083  1.1239     SPARTAN_comb_N1083_1.spec  23.5749     0.0             25.2739     0.0144          24.7655     0.2195          24.2705     0.2258          23.5749     0.2741          22.768      0.5496          21.9645    0.5129         21.4113    0.4416         20.8915    0.4785        
  SPARTAN_comb_N1084  1.1243     SPARTAN_comb_N1084_1.spec  22.6959     0.0             22.656      0.6453          22.6753     0.6224          22.7441     0.1568          22.6959     0.4403          22.5098     0.3982          22.7281    0.2575         22.6851    0.204          22.2861    0.9269        
  SPARTAN_comb_N1085  1.1243     SPARTAN_comb_N1085_1.spec  23.4716     0.0             26.0091     0.8349          25.3        0.4085          24.5005     0.1758          23.4716     0.0376          22.3745     0.5766          21.1271    0.1475         20.3571    0.3001         19.7131    0.1456        
  SPARTAN_comb_N1086  1.1247     SPARTAN_comb_N1086_1.spec  22.8984     0.0             25.8921     0.8902          25.1182     0.1729          24.1187     0.2464          22.8984     0.2272          21.7298     0.4158          20.331     0.3021         19.4883    1.0488         18.8625    0.6806        
