# ident               redshift   spec1                      i-megacam   i-megacam_err  
  SPARTAN_comb_N893   1.016      SPARTAN_comb_N893_1.spec   22.576      0.5            
  SPARTAN_comb_N894   1.016      SPARTAN_comb_N894_1.spec   23.4161     0.5            
  SPARTAN_comb_N895   1.0161     SPARTAN_comb_N895_1.spec   22.0373     0.5            
  SPARTAN_comb_N896   1.0162     SPARTAN_comb_N896_1.spec   21.8406     0.5            
  SPARTAN_comb_N897   1.0162     SPARTAN_comb_N897_1.spec   23.6275     0.5            
  SPARTAN_comb_N898   1.0168     SPARTAN_comb_N898_1.spec   22.7886     0.5            
  SPARTAN_comb_N899   1.0178     SPARTAN_comb_N899_1.spec   23.6815     0.5            
  SPARTAN_comb_N900   1.0183     SPARTAN_comb_N900_1.spec   22.4748     0.5            
  SPARTAN_comb_N901   1.0184     SPARTAN_comb_N901_1.spec   23.8228     0.5            
  SPARTAN_comb_N902   1.0188     SPARTAN_comb_N902_1.spec   22.6571     0.5            
  SPARTAN_comb_N903   1.0188     SPARTAN_comb_N903_1.spec   23.3554     0.5            
  SPARTAN_comb_N904   1.0189     SPARTAN_comb_N904_1.spec   22.2241     0.5            
  SPARTAN_comb_N905   1.0199     SPARTAN_comb_N905_1.spec   22.9162     0.5            
  SPARTAN_comb_N906   1.022      SPARTAN_comb_N906_1.spec   24.1949     0.5            
  SPARTAN_comb_N907   1.023      SPARTAN_comb_N907_1.spec   22.3186     0.5            
  SPARTAN_comb_N908   1.0235     SPARTAN_comb_N908_1.spec   23.1064     0.5            
  SPARTAN_comb_N909   1.024      SPARTAN_comb_N909_1.spec   21.678      0.5            
  SPARTAN_comb_N910   1.0242     SPARTAN_comb_N910_1.spec   22.2372     0.5            
  SPARTAN_comb_N911   1.0246     SPARTAN_comb_N911_1.spec   23.5172     0.5            
  SPARTAN_comb_N912   1.0258     SPARTAN_comb_N912_1.spec   23.6811     0.5            
  SPARTAN_comb_N913   1.0273     SPARTAN_comb_N913_1.spec   23.3249     0.5            
  SPARTAN_comb_N914   1.0286     SPARTAN_comb_N914_1.spec   23.2115     0.5            
  SPARTAN_comb_N915   1.0289     SPARTAN_comb_N915_1.spec   23.462      0.5            
  SPARTAN_comb_N916   1.0293     SPARTAN_comb_N916_1.spec   22.9115     0.5            
  SPARTAN_comb_N917   1.0309     SPARTAN_comb_N917_1.spec   23.3053     0.5            
  SPARTAN_comb_N918   1.0317     SPARTAN_comb_N918_1.spec   22.1835     0.5            
  SPARTAN_comb_N919   1.032      SPARTAN_comb_N919_1.spec   23.1242     0.5            
  SPARTAN_comb_N920   1.0322     SPARTAN_comb_N920_1.spec   22.4306     0.5            
  SPARTAN_comb_N921   1.0323     SPARTAN_comb_N921_1.spec   22.0505     0.5            
  SPARTAN_comb_N922   1.033      SPARTAN_comb_N922_1.spec   22.7651     0.5            
  SPARTAN_comb_N923   1.0331     SPARTAN_comb_N923_1.spec   23.6637     0.5            
  SPARTAN_comb_N924   1.0333     SPARTAN_comb_N924_1.spec   22.8618     0.5            
  SPARTAN_comb_N925   1.0334     SPARTAN_comb_N925_1.spec   22.3504     0.5            
  SPARTAN_comb_N926   1.0345     SPARTAN_comb_N926_1.spec   23.1157     0.5            
  SPARTAN_comb_N927   1.036      SPARTAN_comb_N927_1.spec   23.3846     0.5            
  SPARTAN_comb_N928   1.0368     SPARTAN_comb_N928_1.spec   22.5973     0.5            
  SPARTAN_comb_N929   1.0381     SPARTAN_comb_N929_1.spec   22.0952     0.5            
  SPARTAN_comb_N930   1.0391     SPARTAN_comb_N930_1.spec   21.9686     0.5            
  SPARTAN_comb_N931   1.0392     SPARTAN_comb_N931_1.spec   23.1266     0.5            
  SPARTAN_comb_N932   1.0393     SPARTAN_comb_N932_1.spec   23.0566     0.5            
  SPARTAN_comb_N933   1.0402     SPARTAN_comb_N933_1.spec   23.8461     0.5            
  SPARTAN_comb_N934   1.0407     SPARTAN_comb_N934_1.spec   22.121      0.5            
  SPARTAN_comb_N935   1.041      SPARTAN_comb_N935_1.spec   22.6432     0.5            
  SPARTAN_comb_N936   1.042      SPARTAN_comb_N936_1.spec   22.9133     0.5            
  SPARTAN_comb_N937   1.0421     SPARTAN_comb_N937_1.spec   23.3561     0.5            
  SPARTAN_comb_N938   1.0423     SPARTAN_comb_N938_1.spec   23.4557     0.5            
  SPARTAN_comb_N939   1.0432     SPARTAN_comb_N939_1.spec   21.7684     0.5            
  SPARTAN_comb_N940   1.0433     SPARTAN_comb_N940_1.spec   22.7198     0.5            
  SPARTAN_comb_N941   1.0435     SPARTAN_comb_N941_1.spec   22.1415     0.5            
  SPARTAN_comb_N942   1.0438     SPARTAN_comb_N942_1.spec   21.712      0.5            
  SPARTAN_comb_N943   1.0439     SPARTAN_comb_N943_1.spec   22.4523     0.5            
  SPARTAN_comb_N944   1.0447     SPARTAN_comb_N944_1.spec   23.332      0.5            
  SPARTAN_comb_N945   1.0452     SPARTAN_comb_N945_1.spec   22.4054     0.5            
  SPARTAN_comb_N946   1.0457     SPARTAN_comb_N946_1.spec   23.5933     0.5            
  SPARTAN_comb_N947   1.0459     SPARTAN_comb_N947_1.spec   24.1606     0.5            
  SPARTAN_comb_N948   1.046      SPARTAN_comb_N948_1.spec   20.9404     0.5            
  SPARTAN_comb_N949   1.0462     SPARTAN_comb_N949_1.spec   21.0335     0.5            
  SPARTAN_comb_N950   1.0466     SPARTAN_comb_N950_1.spec   23.1995     0.5            
  SPARTAN_comb_N951   1.0477     SPARTAN_comb_N951_1.spec   23.2554     0.5            
  SPARTAN_comb_N952   1.048      SPARTAN_comb_N952_1.spec   22.7236     0.5            
  SPARTAN_comb_N953   1.0482     SPARTAN_comb_N953_1.spec   23.1264     0.5            
  SPARTAN_comb_N954   1.0487     SPARTAN_comb_N954_1.spec   24.0186     0.5            
  SPARTAN_comb_N955   1.0498     SPARTAN_comb_N955_1.spec   23.5561     0.5            
  SPARTAN_comb_N956   1.0508     SPARTAN_comb_N956_1.spec   23.2622     0.5            
  SPARTAN_comb_N957   1.051      SPARTAN_comb_N957_1.spec   22.8931     0.5            
  SPARTAN_comb_N958   1.0522     SPARTAN_comb_N958_1.spec   23.1949     0.5            
  SPARTAN_comb_N959   1.0531     SPARTAN_comb_N959_1.spec   23.3469     0.5            
  SPARTAN_comb_N960   1.054      SPARTAN_comb_N960_1.spec   22.1883     0.5            
  SPARTAN_comb_N961   1.054      SPARTAN_comb_N961_1.spec   23.8444     0.5            
  SPARTAN_comb_N962   1.0542     SPARTAN_comb_N962_1.spec   23.029      0.5            
  SPARTAN_comb_N963   1.0542     SPARTAN_comb_N963_1.spec   23.2868     0.5            
  SPARTAN_comb_N964   1.0545     SPARTAN_comb_N964_1.spec   23.5636     0.5            
  SPARTAN_comb_N965   1.0545     SPARTAN_comb_N965_1.spec   23.8111     0.5            
  SPARTAN_comb_N966   1.0546     SPARTAN_comb_N966_1.spec   22.4864     0.5            
  SPARTAN_comb_N967   1.0548     SPARTAN_comb_N967_1.spec   22.3471     0.5            
  SPARTAN_comb_N968   1.0548     SPARTAN_comb_N968_1.spec   22.7025     0.5            
  SPARTAN_comb_N969   1.055      SPARTAN_comb_N969_1.spec   23.1456     0.5            
  SPARTAN_comb_N970   1.055      SPARTAN_comb_N970_1.spec   23.3374     0.5            
  SPARTAN_comb_N971   1.0551     SPARTAN_comb_N971_1.spec   23.9055     0.5            
  SPARTAN_comb_N972   1.0552     SPARTAN_comb_N972_1.spec   22.9368     0.5            
  SPARTAN_comb_N973   1.0557     SPARTAN_comb_N973_1.spec   21.4332     0.5            
  SPARTAN_comb_N974   1.056      SPARTAN_comb_N974_1.spec   22.3209     0.5            
  SPARTAN_comb_N975   1.0562     SPARTAN_comb_N975_1.spec   23.4317     0.5            
  SPARTAN_comb_N976   1.0565     SPARTAN_comb_N976_1.spec   22.5886     0.5            
  SPARTAN_comb_N977   1.0565     SPARTAN_comb_N977_1.spec   23.0514     0.5            
  SPARTAN_comb_N978   1.0568     SPARTAN_comb_N978_1.spec   22.1907     0.5            
  SPARTAN_comb_N979   1.0574     SPARTAN_comb_N979_1.spec   23.1143     0.5            
  SPARTAN_comb_N980   1.0575     SPARTAN_comb_N980_1.spec   21.6993     0.5            
  SPARTAN_comb_N981   1.0578     SPARTAN_comb_N981_1.spec   22.8719     0.5            
  SPARTAN_comb_N982   1.0579     SPARTAN_comb_N982_1.spec   23.1947     0.5            
  SPARTAN_comb_N983   1.0579     SPARTAN_comb_N983_1.spec   23.2264     0.5            
  SPARTAN_comb_N984   1.0581     SPARTAN_comb_N984_1.spec   23.674      0.5            
  SPARTAN_comb_N985   1.0585     SPARTAN_comb_N985_1.spec   22.4212     0.5            
  SPARTAN_comb_N986   1.0591     SPARTAN_comb_N986_1.spec   23.3184     0.5            
  SPARTAN_comb_N987   1.0594     SPARTAN_comb_N987_1.spec   23.9376     0.5            
  SPARTAN_comb_N988   1.0596     SPARTAN_comb_N988_1.spec   24.1123     0.5            
  SPARTAN_comb_N989   1.0597     SPARTAN_comb_N989_1.spec   23.7969     0.5            
  SPARTAN_comb_N990   1.0598     SPARTAN_comb_N990_1.spec   21.972      0.5            
  SPARTAN_comb_N991   1.0598     SPARTAN_comb_N991_1.spec   22.4644     0.5            
  SPARTAN_comb_N992   1.0599     SPARTAN_comb_N992_1.spec   22.3425     0.5            
  SPARTAN_comb_N993   1.0599     SPARTAN_comb_N993_1.spec   23.3523     0.5            
  SPARTAN_comb_N994   1.0599     SPARTAN_comb_N994_1.spec   24.0397     0.5            
  SPARTAN_comb_N995   1.06       SPARTAN_comb_N995_1.spec   22.6345     0.5            
  SPARTAN_comb_N996   1.0602     SPARTAN_comb_N996_1.spec   23.662      0.5            
  SPARTAN_comb_N997   1.0608     SPARTAN_comb_N997_1.spec   23.6554     0.5            
  SPARTAN_comb_N998   1.061      SPARTAN_comb_N998_1.spec   22.5933     0.5            
  SPARTAN_comb_N999   1.0612     SPARTAN_comb_N999_1.spec   22.8857     0.5            
  SPARTAN_comb_N1000  1.0612     SPARTAN_comb_N1000_1.spec  22.927      0.5            
  SPARTAN_comb_N1001  1.0614     SPARTAN_comb_N1001_1.spec  22.5759     0.5            
  SPARTAN_comb_N1002  1.0622     SPARTAN_comb_N1002_1.spec  22.1191     0.5            
  SPARTAN_comb_N1003  1.0622     SPARTAN_comb_N1003_1.spec  23.7864     0.5            
  SPARTAN_comb_N1004  1.0651     SPARTAN_comb_N1004_1.spec  22.2346     0.5            
  SPARTAN_comb_N1005  1.0655     SPARTAN_comb_N1005_1.spec  23.5748     0.5            
  SPARTAN_comb_N1006  1.0659     SPARTAN_comb_N1006_1.spec  23.7035     0.5            
  SPARTAN_comb_N1007  1.0661     SPARTAN_comb_N1007_1.spec  24.1176     0.5            
  SPARTAN_comb_N1008  1.067      SPARTAN_comb_N1008_1.spec  22.8502     0.5            
  SPARTAN_comb_N1009  1.067      SPARTAN_comb_N1009_1.spec  23.6821     0.5            
  SPARTAN_comb_N1010  1.0674     SPARTAN_comb_N1010_1.spec  23.1758     0.5            
  SPARTAN_comb_N1011  1.0683     SPARTAN_comb_N1011_1.spec  23.7167     0.5            
  SPARTAN_comb_N1012  1.0687     SPARTAN_comb_N1012_1.spec  23.7001     0.5            
  SPARTAN_comb_N1013  1.0695     SPARTAN_comb_N1013_1.spec  23.2947     0.5            
  SPARTAN_comb_N1014  1.0705     SPARTAN_comb_N1014_1.spec  23.4031     0.5            
  SPARTAN_comb_N1015  1.0711     SPARTAN_comb_N1015_1.spec  22.7017     0.5            
  SPARTAN_comb_N1016  1.0717     SPARTAN_comb_N1016_1.spec  22.7293     0.5            
  SPARTAN_comb_N1017  1.0721     SPARTAN_comb_N1017_1.spec  22.6965     0.5            
  SPARTAN_comb_N1018  1.0748     SPARTAN_comb_N1018_1.spec  23.2606     0.5            
  SPARTAN_comb_N1019  1.0749     SPARTAN_comb_N1019_1.spec  23.0794     0.5            
  SPARTAN_comb_N1020  1.0759     SPARTAN_comb_N1020_1.spec  23.8725     0.5            
  SPARTAN_comb_N1021  1.0777     SPARTAN_comb_N1021_1.spec  23.0242     0.5            
  SPARTAN_comb_N1022  1.08       SPARTAN_comb_N1022_1.spec  22.4474     0.5            
  SPARTAN_comb_N1023  1.0818     SPARTAN_comb_N1023_1.spec  22.8628     0.5            
  SPARTAN_comb_N1024  1.0833     SPARTAN_comb_N1024_1.spec  23.0297     0.5            
  SPARTAN_comb_N1025  1.0834     SPARTAN_comb_N1025_1.spec  23.1164     0.5            
  SPARTAN_comb_N1026  1.0834     SPARTAN_comb_N1026_1.spec  23.5692     0.5            
  SPARTAN_comb_N1027  1.0843     SPARTAN_comb_N1027_1.spec  23.1827     0.5            
  SPARTAN_comb_N1028  1.0859     SPARTAN_comb_N1028_1.spec  22.1045     0.5            
  SPARTAN_comb_N1029  1.0861     SPARTAN_comb_N1029_1.spec  23.9008     0.5            
  SPARTAN_comb_N1030  1.0865     SPARTAN_comb_N1030_1.spec  22.7692     0.5            
  SPARTAN_comb_N1031  1.0873     SPARTAN_comb_N1031_1.spec  23.4199     0.5            
  SPARTAN_comb_N1032  1.0878     SPARTAN_comb_N1032_1.spec  23.001      0.5            
  SPARTAN_comb_N1033  1.0879     SPARTAN_comb_N1033_1.spec  23.2125     0.5            
  SPARTAN_comb_N1034  1.0888     SPARTAN_comb_N1034_1.spec  23.1427     0.5            
  SPARTAN_comb_N1035  1.09       SPARTAN_comb_N1035_1.spec  23.4902     0.5            
  SPARTAN_comb_N1036  1.09       SPARTAN_comb_N1036_1.spec  23.6181     0.5            
  SPARTAN_comb_N1037  1.0921     SPARTAN_comb_N1037_1.spec  22.2362     0.5            
  SPARTAN_comb_N1038  1.0936     SPARTAN_comb_N1038_1.spec  22.3669     0.5            
  SPARTAN_comb_N1039  1.0939     SPARTAN_comb_N1039_1.spec  23.6447     0.5            
  SPARTAN_comb_N1040  1.0952     SPARTAN_comb_N1040_1.spec  22.5725     0.5            
  SPARTAN_comb_N1041  1.0967     SPARTAN_comb_N1041_1.spec  22.8883     0.5            
  SPARTAN_comb_N1042  1.0973     SPARTAN_comb_N1042_1.spec  23.2925     0.5            
  SPARTAN_comb_N1043  1.0979     SPARTAN_comb_N1043_1.spec  22.5748     0.5            
  SPARTAN_comb_N1044  1.0983     SPARTAN_comb_N1044_1.spec  22.6111     0.5            
  SPARTAN_comb_N1045  1.0984     SPARTAN_comb_N1045_1.spec  22.6768     0.5            
  SPARTAN_comb_N1046  1.0984     SPARTAN_comb_N1046_1.spec  22.8789     0.5            
  SPARTAN_comb_N1047  1.1007     SPARTAN_comb_N1047_1.spec  23.2918     0.5            
  SPARTAN_comb_N1048  1.1012     SPARTAN_comb_N1048_1.spec  23.9313     0.5            
  SPARTAN_comb_N1049  1.1033     SPARTAN_comb_N1049_1.spec  21.6166     0.5            
  SPARTAN_comb_N1050  1.1059     SPARTAN_comb_N1050_1.spec  23.3558     0.5            
  SPARTAN_comb_N1051  1.1065     SPARTAN_comb_N1051_1.spec  22.8541     0.5            
  SPARTAN_comb_N1052  1.1109     SPARTAN_comb_N1052_1.spec  22.548      0.5            
  SPARTAN_comb_N1053  1.112      SPARTAN_comb_N1053_1.spec  23.8162     0.5            
  SPARTAN_comb_N1054  1.1122     SPARTAN_comb_N1054_1.spec  23.3696     0.5            
  SPARTAN_comb_N1055  1.1127     SPARTAN_comb_N1055_1.spec  24.0167     0.5            
  SPARTAN_comb_N1056  1.1137     SPARTAN_comb_N1056_1.spec  23.5654     0.5            
  SPARTAN_comb_N1057  1.1145     SPARTAN_comb_N1057_1.spec  23.6981     0.5            
  SPARTAN_comb_N1058  1.1157     SPARTAN_comb_N1058_1.spec  22.9846     0.5            
  SPARTAN_comb_N1059  1.1164     SPARTAN_comb_N1059_1.spec  23.1444     0.5            
  SPARTAN_comb_N1060  1.1164     SPARTAN_comb_N1060_1.spec  23.9504     0.5            
  SPARTAN_comb_N1061  1.1169     SPARTAN_comb_N1061_1.spec  21.8716     0.5            
  SPARTAN_comb_N1062  1.1172     SPARTAN_comb_N1062_1.spec  22.9046     0.5            
  SPARTAN_comb_N1063  1.1175     SPARTAN_comb_N1063_1.spec  23.0172     0.5            
  SPARTAN_comb_N1064  1.1176     SPARTAN_comb_N1064_1.spec  22.469      0.5            
  SPARTAN_comb_N1065  1.1182     SPARTAN_comb_N1065_1.spec  20.9919     0.5            
  SPARTAN_comb_N1066  1.1183     SPARTAN_comb_N1066_1.spec  21.4518     0.5            
  SPARTAN_comb_N1067  1.119      SPARTAN_comb_N1067_1.spec  22.8088     0.5            
  SPARTAN_comb_N1068  1.1193     SPARTAN_comb_N1068_1.spec  23.736      0.5            
  SPARTAN_comb_N1069  1.12       SPARTAN_comb_N1069_1.spec  21.9385     0.5            
  SPARTAN_comb_N1070  1.12       SPARTAN_comb_N1070_1.spec  23.4461     0.5            
  SPARTAN_comb_N1071  1.1203     SPARTAN_comb_N1071_1.spec  22.9318     0.5            
  SPARTAN_comb_N1072  1.1204     SPARTAN_comb_N1072_1.spec  22.5923     0.5            
  SPARTAN_comb_N1073  1.1204     SPARTAN_comb_N1073_1.spec  23.5718     0.5            
  SPARTAN_comb_N1074  1.1206     SPARTAN_comb_N1074_1.spec  22.2792     0.5            
  SPARTAN_comb_N1075  1.1212     SPARTAN_comb_N1075_1.spec  24.1287     0.5            
  SPARTAN_comb_N1076  1.1214     SPARTAN_comb_N1076_1.spec  22.436      0.5            
  SPARTAN_comb_N1077  1.1214     SPARTAN_comb_N1077_1.spec  23.9882     0.5            
  SPARTAN_comb_N1078  1.1221     SPARTAN_comb_N1078_1.spec  22.0537     0.5            
  SPARTAN_comb_N1079  1.1224     SPARTAN_comb_N1079_1.spec  22.2491     0.5            
  SPARTAN_comb_N1080  1.1224     SPARTAN_comb_N1080_1.spec  23.2348     0.5            
  SPARTAN_comb_N1081  1.1225     SPARTAN_comb_N1081_1.spec  23.1902     0.5            
  SPARTAN_comb_N1082  1.1229     SPARTAN_comb_N1082_1.spec  23.0902     0.5            
  SPARTAN_comb_N1083  1.1239     SPARTAN_comb_N1083_1.spec  23.5749     0.5            
  SPARTAN_comb_N1084  1.1243     SPARTAN_comb_N1084_1.spec  22.6959     0.5            
  SPARTAN_comb_N1085  1.1243     SPARTAN_comb_N1085_1.spec  23.4716     0.5            
  SPARTAN_comb_N1086  1.1247     SPARTAN_comb_N1086_1.spec  22.8984     0.5            
  SPARTAN_comb_N1087  1.1251     SPARTAN_comb_N1087_1.spec  22.201      0.5            
  SPARTAN_comb_N1088  1.1253     SPARTAN_comb_N1088_1.spec  22.6066     0.5            
  SPARTAN_comb_N1089  1.1254     SPARTAN_comb_N1089_1.spec  23.4649     0.5            
  SPARTAN_comb_N1090  1.1256     SPARTAN_comb_N1090_1.spec  22.1495     0.5            
  SPARTAN_comb_N1091  1.1278     SPARTAN_comb_N1091_1.spec  22.7871     0.5            
  SPARTAN_comb_N1092  1.1285     SPARTAN_comb_N1092_1.spec  22.9997     0.5            
  SPARTAN_comb_N1093  1.1293     SPARTAN_comb_N1093_1.spec  22.6031     0.5            
  SPARTAN_comb_N1094  1.13       SPARTAN_comb_N1094_1.spec  23.0911     0.5            
  SPARTAN_comb_N1095  1.1311     SPARTAN_comb_N1095_1.spec  23.201      0.5            
  SPARTAN_comb_N1096  1.1318     SPARTAN_comb_N1096_1.spec  23.2218     0.5            
  SPARTAN_comb_N1097  1.132      SPARTAN_comb_N1097_1.spec  23.8467     0.5            
  SPARTAN_comb_N1098  1.1323     SPARTAN_comb_N1098_1.spec  22.9188     0.5            
  SPARTAN_comb_N1099  1.1327     SPARTAN_comb_N1099_1.spec  22.6134     0.5            
  SPARTAN_comb_N1100  1.1328     SPARTAN_comb_N1100_1.spec  22.5923     0.5            
  SPARTAN_comb_N1101  1.1334     SPARTAN_comb_N1101_1.spec  22.0927     0.5            
  SPARTAN_comb_N1102  1.134      SPARTAN_comb_N1102_1.spec  22.3204     0.5            
  SPARTAN_comb_N1103  1.134      SPARTAN_comb_N1103_1.spec  23.4439     0.5            
  SPARTAN_comb_N1104  1.1342     SPARTAN_comb_N1104_1.spec  22.9971     0.5            
  SPARTAN_comb_N1105  1.1361     SPARTAN_comb_N1105_1.spec  23.0622     0.5            
  SPARTAN_comb_N1106  1.1369     SPARTAN_comb_N1106_1.spec  23.5891     0.5            
  SPARTAN_comb_N1107  1.137      SPARTAN_comb_N1107_1.spec  22.5418     0.5            
  SPARTAN_comb_N1108  1.1372     SPARTAN_comb_N1108_1.spec  22.6409     0.5            
  SPARTAN_comb_N1109  1.1377     SPARTAN_comb_N1109_1.spec  23.7857     0.5            
  SPARTAN_comb_N1110  1.1378     SPARTAN_comb_N1110_1.spec  24.093      0.5            
  SPARTAN_comb_N1111  1.1381     SPARTAN_comb_N1111_1.spec  23.6241     0.5            
  SPARTAN_comb_N1112  1.1383     SPARTAN_comb_N1112_1.spec  23.0453     0.5            
  SPARTAN_comb_N1113  1.1386     SPARTAN_comb_N1113_1.spec  22.4366     0.5            
  SPARTAN_comb_N1114  1.1388     SPARTAN_comb_N1114_1.spec  23.6455     0.5            
  SPARTAN_comb_N1115  1.1389     SPARTAN_comb_N1115_1.spec  22.5866     0.5            
  SPARTAN_comb_N1116  1.139      SPARTAN_comb_N1116_1.spec  23.3106     0.5            
  SPARTAN_comb_N1117  1.1392     SPARTAN_comb_N1117_1.spec  22.4671     0.5            
  SPARTAN_comb_N1118  1.1392     SPARTAN_comb_N1118_1.spec  23.2732     0.5            
  SPARTAN_comb_N1119  1.1393     SPARTAN_comb_N1119_1.spec  23.6409     0.5            
  SPARTAN_comb_N1120  1.1394     SPARTAN_comb_N1120_1.spec  23.4093     0.5            
  SPARTAN_comb_N1121  1.1397     SPARTAN_comb_N1121_1.spec  23.659      0.5            
  SPARTAN_comb_N1122  1.14       SPARTAN_comb_N1122_1.spec  22.9094     0.5            
  SPARTAN_comb_N1123  1.1405     SPARTAN_comb_N1123_1.spec  22.9421     0.5            
  SPARTAN_comb_N1124  1.1408     SPARTAN_comb_N1124_1.spec  21.775      0.5            
  SPARTAN_comb_N1125  1.1408     SPARTAN_comb_N1125_1.spec  22.4914     0.5            
  SPARTAN_comb_N1126  1.1411     SPARTAN_comb_N1126_1.spec  22.121      0.5            
  SPARTAN_comb_N1127  1.1412     SPARTAN_comb_N1127_1.spec  22.9019     0.5            
  SPARTAN_comb_N1128  1.1419     SPARTAN_comb_N1128_1.spec  22.2577     0.5            
  SPARTAN_comb_N1129  1.1426     SPARTAN_comb_N1129_1.spec  23.5054     0.5            
  SPARTAN_comb_N1130  1.1443     SPARTAN_comb_N1130_1.spec  23.2315     0.5            
  SPARTAN_comb_N1131  1.1446     SPARTAN_comb_N1131_1.spec  22.726      0.5            
  SPARTAN_comb_N1132  1.1465     SPARTAN_comb_N1132_1.spec  22.8662     0.5            
  SPARTAN_comb_N1133  1.1474     SPARTAN_comb_N1133_1.spec  24.0889     0.5            
  SPARTAN_comb_N1134  1.1476     SPARTAN_comb_N1134_1.spec  24.0371     0.5            
  SPARTAN_comb_N1135  1.1487     SPARTAN_comb_N1135_1.spec  23.429      0.5            
  SPARTAN_comb_N1136  1.1504     SPARTAN_comb_N1136_1.spec  23.6468     0.5            
  SPARTAN_comb_N1137  1.1517     SPARTAN_comb_N1137_1.spec  22.3516     0.5            
  SPARTAN_comb_N1138  1.1521     SPARTAN_comb_N1138_1.spec  22.6704     0.5            
  SPARTAN_comb_N1139  1.1524     SPARTAN_comb_N1139_1.spec  23.0645     0.5            
  SPARTAN_comb_N1140  1.1537     SPARTAN_comb_N1140_1.spec  24.1857     0.5            
  SPARTAN_comb_N1141  1.1561     SPARTAN_comb_N1141_1.spec  23.0117     0.5            
  SPARTAN_comb_N1142  1.1574     SPARTAN_comb_N1142_1.spec  22.2608     0.5            
  SPARTAN_comb_N1143  1.1584     SPARTAN_comb_N1143_1.spec  21.8858     0.5            
  SPARTAN_comb_N1144  1.1598     SPARTAN_comb_N1144_1.spec  23.2716     0.5            
  SPARTAN_comb_N1145  1.1604     SPARTAN_comb_N1145_1.spec  23.0929     0.5            
  SPARTAN_comb_N1146  1.1617     SPARTAN_comb_N1146_1.spec  23.5024     0.5            
  SPARTAN_comb_N1147  1.1618     SPARTAN_comb_N1147_1.spec  23.5092     0.5            
  SPARTAN_comb_N1148  1.1621     SPARTAN_comb_N1148_1.spec  23.6015     0.5            
  SPARTAN_comb_N1149  1.1653     SPARTAN_comb_N1149_1.spec  23.769      0.5            
  SPARTAN_comb_N1150  1.1654     SPARTAN_comb_N1150_1.spec  22.4407     0.5            
  SPARTAN_comb_N1151  1.166      SPARTAN_comb_N1151_1.spec  23.6444     0.5            
  SPARTAN_comb_N1152  1.167      SPARTAN_comb_N1152_1.spec  22.2615     0.5            
  SPARTAN_comb_N1153  1.1674     SPARTAN_comb_N1153_1.spec  23.0773     0.5            
  SPARTAN_comb_N1154  1.1675     SPARTAN_comb_N1154_1.spec  23.2819     0.5            
  SPARTAN_comb_N1155  1.1685     SPARTAN_comb_N1155_1.spec  21.7403     0.5            
  SPARTAN_comb_N1156  1.1687     SPARTAN_comb_N1156_1.spec  22.9841     0.5            
  SPARTAN_comb_N1157  1.1706     SPARTAN_comb_N1157_1.spec  23.5334     0.5            
  SPARTAN_comb_N1158  1.1714     SPARTAN_comb_N1158_1.spec  23.8954     0.5            
  SPARTAN_comb_N1159  1.1723     SPARTAN_comb_N1159_1.spec  21.5268     0.5            
  SPARTAN_comb_N1160  1.173      SPARTAN_comb_N1160_1.spec  22.9001     0.5            
  SPARTAN_comb_N1161  1.1736     SPARTAN_comb_N1161_1.spec  23.39       0.5            
  SPARTAN_comb_N1162  1.1746     SPARTAN_comb_N1162_1.spec  22.7151     0.5            
  SPARTAN_comb_N1163  1.1747     SPARTAN_comb_N1163_1.spec  23.9417     0.5            
  SPARTAN_comb_N1164  1.1748     SPARTAN_comb_N1164_1.spec  23.5784     0.5            
  SPARTAN_comb_N1165  1.1754     SPARTAN_comb_N1165_1.spec  23.9391     0.5            
  SPARTAN_comb_N1166  1.1755     SPARTAN_comb_N1166_1.spec  24.0438     0.5            
  SPARTAN_comb_N1167  1.1756     SPARTAN_comb_N1167_1.spec  23.4861     0.5            
  SPARTAN_comb_N1168  1.1757     SPARTAN_comb_N1168_1.spec  23.5364     0.5            
  SPARTAN_comb_N1169  1.1762     SPARTAN_comb_N1169_1.spec  23.4214     0.5            
  SPARTAN_comb_N1170  1.1763     SPARTAN_comb_N1170_1.spec  22.606      0.5            
  SPARTAN_comb_N1171  1.1764     SPARTAN_comb_N1171_1.spec  22.3591     0.5            
  SPARTAN_comb_N1172  1.1765     SPARTAN_comb_N1172_1.spec  23.4175     0.5            
  SPARTAN_comb_N1173  1.177      SPARTAN_comb_N1173_1.spec  22.676      0.5            
  SPARTAN_comb_N1174  1.177      SPARTAN_comb_N1174_1.spec  23.8896     0.5            
  SPARTAN_comb_N1175  1.1771     SPARTAN_comb_N1175_1.spec  23.7963     0.5            
  SPARTAN_comb_N1176  1.1774     SPARTAN_comb_N1176_1.spec  23.5157     0.5            
  SPARTAN_comb_N1177  1.1776     SPARTAN_comb_N1177_1.spec  23.9345     0.5            
  SPARTAN_comb_N1178  1.1776     SPARTAN_comb_N1178_1.spec  24.032      0.5            
  SPARTAN_comb_N1179  1.1777     SPARTAN_comb_N1179_1.spec  22.8516     0.5            
  SPARTAN_comb_N1180  1.1779     SPARTAN_comb_N1180_1.spec  23.4476     0.5            
  SPARTAN_comb_N1181  1.178      SPARTAN_comb_N1181_1.spec  23.2273     0.5            
  SPARTAN_comb_N1182  1.178      SPARTAN_comb_N1182_1.spec  24.1445     0.5            
